"game_type","rank","opponent_class","player_turn","choice_entity_name","count","num_correct_choices"
"BGT_ARENA",-1,"DRUID",3,"Feral Rage",7,2
"BGT_ARENA",-1,"DRUID",3,"Mark of Nature",1,0
"BGT_ARENA",-1,"DRUID",3,"Earthen Scales",3,0
"BGT_ARENA",-1,"DRUID",3,"Kun the Forgotten King",1,0
"BGT_ARENA",-1,"DRUID",3,"Wild Growth",2,0
"BGT_ARENA",-1,"DRUID",3,"Giant Anaconda",1,0
"BGT_ARENA",-1,"DRUID",3,"Pilfered Power",1,0
"BGT_ARENA",-1,"DRUID",3,"Elven Archer",1,0
"BGT_ARENA",-1,"DRUID",3,"Wisps of the Old Gods",2,1
"BGT_ARENA",-1,"DRUID",3,"Tyrantus",3,0
"BGT_ARENA",-1,"DRUID",3,"Bite",3,3
"BGT_ARENA",-1,"DRUID",3,"Ancient of Lore",1,0
"BGT_ARENA",-1,"DRUID",3,"Enchanted Raven",2,1
"BGT_ARENA",-1,"DRUID",3,"Forbidden Ancient",1,0
"BGT_ARENA",-1,"DRUID",3,"Swipe",15,9
"BGT_ARENA",-1,"DRUID",3,"Shellshifter",6,4
"BGT_ARENA",-1,"DRUID",3,"Wrath",7,7
"BGT_ARENA",-1,"DRUID",3,"Mark of Y'Shaarj",1,0
"BGT_ARENA",-1,"DRUID",3,"Ancient of War",5,1
"BGT_ARENA",-1,"DRUID",3,"Lotus Agents",6,2
"BGT_ARENA",-1,"DRUID",3,"Celestial Dreamer",3,1
"BGT_ARENA",-1,"DRUID",3,"Starfall",8,4
"BGT_ARENA",-1,"DRUID",3,"Tortollan Forager",13,13
"BGT_ARENA",-1,"DRUID",3,"Mire Keeper",6,4
"BGT_ARENA",-1,"DRUID",3,"Claw",3,2
"BGT_ARENA",-1,"DRUID",3,"Naturalize",3,1
"BGT_ARENA",-1,"DRUID",3,"Evolving Spores",4,1
"BGT_ARENA",-1,"DRUID",3,"Addled Grizzly",4,4
"BGT_ARENA",-1,"DRUID",3,"Innervate",6,4
"BGT_ARENA",-1,"DRUID",3,"Nourish",8,3
"BGT_ARENA",-1,"DRUID",3,"Starfire",8,2
"BGT_ARENA",-1,"DRUID",3,"Lunar Visions",4,0
"BGT_ARENA",-1,"DRUID",3,"Menagerie Warden",3,2
"BGT_ARENA",-1,"DRUID",3,"Jade Spirit",3,1
"BGT_ARENA",-1,"DRUID",3,"Jade Idol",1,1
"BGT_ARENA",-1,"DRUID",3,"Jade Behemoth",3,0
"BGT_ARENA",-1,"DRUID",3,"Mark of the Wild",4,2
"BGT_ARENA",-1,"DRUID",3,"Jade Blossom",3,1
"BGT_ARENA",-1,"DRUID",3,"Fandral Staghelm",1,0
"BGT_ARENA",-1,"DRUID",3,"Druid of the Claw",6,3
"BGT_ARENA",-1,"DRUID",3,"Power of the Wild",4,4
"BGT_ARENA",-1,"DRUID",3,"Ironbark Protector",5,3
"BGT_ARENA",-1,"DRUID",3,"Virmen Sensei",1,0
"BGT_ARENA",-1,"DRUID",3,"Cenarius",1,0
"BGT_ARENA",-1,"DRUID",3,"Mark of the Lotus",6,2
"BGT_ARENA",-1,"DRUID",3,"Verdant Longneck",9,6
"BGT_ARENA",-1,"DRUID",3,"Elder Longneck",6,4
"BGT_ARENA",-1,"DRUID",3,"Dark Arakkoa",2,0
"BGT_ARENA",-1,"DRUID",3,"Aya Blackpaw",4,0
"BGT_ARENA",-1,"DRUID",3,"Keeper of the Grove",4,2
"BGT_ARENA",-1,"DRUID",3,"Healing Touch",3,1
"BGT_ARENA",-1,"DRUID",4,"Bite",1,1
"BGT_ARENA",-1,"DRUID",4,"Earthen Scales",1,0
"BGT_ARENA",-1,"DRUID",4,"Verdant Longneck",2,1
"BGT_ARENA",-1,"DRUID",4,"Mark of Y'Shaarj",2,0
"BGT_ARENA",-1,"DRUID",4,"Cenarius",1,0
"BGT_ARENA",-1,"DRUID",4,"Innervate",5,3
"BGT_ARENA",-1,"DRUID",4,"Swipe",4,4
"BGT_ARENA",-1,"DRUID",4,"Power of the Wild",1,1
"BGT_ARENA",-1,"DRUID",4,"Elder Longneck",3,1
"BGT_ARENA",-1,"DRUID",4,"Ancient of War",2,0
"BGT_ARENA",-1,"DRUID",4,"Mark of the Wild",3,2
"BGT_ARENA",-1,"DRUID",4,"Mire Keeper",4,1
"BGT_ARENA",-1,"DRUID",4,"Menagerie Warden",1,0
"BGT_ARENA",-1,"DRUID",4,"Starfire",2,0
"BGT_ARENA",-1,"DRUID",4,"Jade Blossom",1,0
"BGT_ARENA",-1,"DRUID",4,"Jade Behemoth",1,0
"BGT_ARENA",-1,"DRUID",4,"Forbidden Ancient",1,1
"BGT_ARENA",-1,"DRUID",4,"Ironbark Protector",2,1
"BGT_ARENA",-1,"DRUID",4,"Nourish",6,2
"BGT_ARENA",-1,"DRUID",4,"Living Mana",1,1
"BGT_ARENA",-1,"DRUID",4,"Enchanted Raven",1,0
"BGT_ARENA",-1,"DRUID",4,"Wrath",2,1
"BGT_ARENA",-1,"DRUID",4,"Dark Arakkoa",1,0
"BGT_ARENA",-1,"DRUID",4,"Moonglade Portal",2,1
"BGT_ARENA",-1,"DRUID",4,"Kun the Forgotten King",1,0
"BGT_ARENA",-1,"DRUID",4,"Druid of the Claw",2,0
"BGT_ARENA",-1,"DRUID",4,"Feral Rage",1,0
"BGT_ARENA",-1,"DRUID",4,"Wild Growth",2,1
"BGT_ARENA",-1,"DRUID",4,"Mark of Nature",1,0
"BGT_ARENA",-1,"DRUID",4,"Lotus Agents",2,2
"BGT_ARENA",-1,"DRUID",4,"Tortollan Forager",6,6
"BGT_ARENA",-1,"DRUID",4,"Lunar Visions",1,0
"BGT_ARENA",-1,"DRUID",5,"Power of the Wild",1,0
"BGT_ARENA",-1,"DRUID",5,"Nourish",1,0
"BGT_ARENA",-1,"DRUID",5,"Starfire",3,2
"BGT_ARENA",-1,"DRUID",5,"Earthen Scales",2,1
"BGT_ARENA",-1,"DRUID",5,"Ancient of War",3,1
"BGT_ARENA",-1,"DRUID",5,"Virmen Sensei",1,0
"BGT_ARENA",-1,"DRUID",5,"Evolving Spores",1,1
"BGT_ARENA",-1,"DRUID",5,"Savage Roar",1,0
"BGT_ARENA",-1,"DRUID",5,"Claw",1,1
"BGT_ARENA",-1,"DRUID",5,"Innervate",2,2
"BGT_ARENA",-1,"DRUID",5,"Jade Idol",1,0
"BGT_ARENA",-1,"DRUID",5,"Second-Rate Bruiser",1,0
"BGT_ARENA",-1,"DRUID",5,"Mark of the Wild",1,1
"BGT_ARENA",-1,"DRUID",5,"Living Mana",1,1
"BGT_ARENA",-1,"DRUID",5,"Swipe",5,4
"BGT_ARENA",-1,"DRUID",5,"Moonglade Portal",3,3
"BGT_ARENA",-1,"DRUID",5,"Ironbark Protector",2,0
"BGT_ARENA",-1,"DRUID",5,"Druid of the Claw",4,2
"BGT_ARENA",-1,"DRUID",5,"Celestial Dreamer",2,0
"BGT_ARENA",-1,"DRUID",5,"Elder Longneck",3,2
"BGT_ARENA",-1,"DRUID",5,"Wrath",2,0
"BGT_ARENA",-1,"DRUID",5,"Force of Nature",1,0
"BGT_ARENA",-1,"DRUID",5,"Wild Growth",3,3
"BGT_ARENA",-1,"DRUID",5,"Verdant Longneck",4,3
"BGT_ARENA",-1,"DRUID",5,"Mark of Y'Shaarj",1,1
"BGT_ARENA",-1,"DRUID",5,"Dark Arakkoa",2,0
"BGT_ARENA",-1,"DRUID",5,"Wisps of the Old Gods",3,3
"BGT_ARENA",-1,"DRUID",5,"Jade Spirit",1,0
"BGT_ARENA",-1,"DRUID",5,"Tortollan Forager",7,7
"BGT_ARENA",-1,"DRUID",5,"Bittertide Hydra",1,0
"BGT_ARENA",-1,"DRUID",5,"Lotus Agents",2,2
"BGT_ARENA",-1,"DRUID",5,"Enchanted Raven",1,0
"BGT_ARENA",-1,"DRUID",6,"Innervate",1,1
"BGT_ARENA",-1,"DRUID",6,"Ancient of War",1,0
"BGT_ARENA",-1,"DRUID",6,"Mark of the Wild",4,2
"BGT_ARENA",-1,"DRUID",6,"Mire Keeper",2,1
"BGT_ARENA",-1,"DRUID",6,"Earthen Scales",2,2
"BGT_ARENA",-1,"DRUID",6,"Feral Rage",1,1
"BGT_ARENA",-1,"DRUID",6,"Aya Blackpaw",1,0
"BGT_ARENA",-1,"DRUID",6,"Lotus Agents",1,1
"BGT_ARENA",-1,"DRUID",6,"Moonglade Portal",2,1
"BGT_ARENA",-1,"DRUID",6,"Ironbark Protector",3,1
"BGT_ARENA",-1,"DRUID",6,"Tortollan Forager",1,1
"BGT_ARENA",-1,"DRUID",6,"Forbidden Ancient",1,0
"BGT_ARENA",-1,"DRUID",6,"Swipe",2,1
"BGT_ARENA",-1,"DRUID",6,"Naturalize",3,3
"BGT_ARENA",-1,"DRUID",6,"Lunar Visions",3,0
"BGT_ARENA",-1,"DRUID",6,"Mark of Y'Shaarj",3,3
"BGT_ARENA",-1,"DRUID",6,"Bite",1,1
"BGT_ARENA",-1,"DRUID",6,"Wrath",1,1
"BGT_ARENA",-1,"DRUID",6,"Elder Longneck",2,2
"BGT_ARENA",-1,"DRUID",6,"Power of the Wild",5,4
"BGT_ARENA",-1,"DRUID",6,"Druid of the Claw",1,0
"BGT_ARENA",-1,"DRUID",6,"Nourish",4,2
"BGT_ARENA",-1,"DRUID",6,"Starfall",3,3
"BGT_ARENA",-1,"DRUID",6,"Moonfire",1,1
"BGT_ARENA",-1,"DRUID",6,"Shellshifter",2,1
"BGT_ARENA",-1,"DRUID",6,"Verdant Longneck",3,2
"BGT_ARENA",-1,"DRUID",6,"Jade Blossom",1,1
"BGT_ARENA",-1,"DRUID",6,"Giant Anaconda",1,1
"BGT_ARENA",-1,"DRUID",6,"Wisps of the Old Gods",1,0
"BGT_ARENA",-1,"DRUID",6,"Celestial Dreamer",1,1
"BGT_ARENA",-1,"DRUID",6,"Virmen Sensei",1,0
"BGT_ARENA",-1,"DRUID",6,"Cenarius",1,0
"BGT_ARENA",-1,"DRUID",6,"Claw",1,1
"BGT_ARENA",-1,"DRUID",7,"Mark of Nature",1,0
"BGT_ARENA",-1,"DRUID",7,"Elder Longneck",1,0
"BGT_ARENA",-1,"DRUID",7,"Bite",1,0
"BGT_ARENA",-1,"DRUID",7,"Deathwing, Dragonlord",1,0
"BGT_ARENA",-1,"DRUID",7,"Lunar Visions",1,0
"BGT_ARENA",-1,"DRUID",7,"Living Mana",2,2
"BGT_ARENA",-1,"DRUID",7,"Starfire",1,0
"BGT_ARENA",-1,"DRUID",7,"Addled Grizzly",2,1
"BGT_ARENA",-1,"DRUID",7,"Jade Idol",1,1
"BGT_ARENA",-1,"DRUID",7,"Verdant Longneck",2,2
"BGT_ARENA",-1,"DRUID",7,"Jade Behemoth",1,1
"BGT_ARENA",-1,"DRUID",7,"Wrath",4,3
"BGT_ARENA",-1,"DRUID",7,"Druid of the Claw",3,2
"BGT_ARENA",-1,"DRUID",7,"Aya Blackpaw",1,0
"BGT_ARENA",-1,"DRUID",7,"Naturalize",1,1
"BGT_ARENA",-1,"DRUID",7,"Forbidden Ancient",1,0
"BGT_ARENA",-1,"DRUID",7,"Ironbark Protector",2,1
"BGT_ARENA",-1,"DRUID",7,"Giant Anaconda",1,0
"BGT_ARENA",-1,"DRUID",7,"Dark Arakkoa",1,0
"BGT_ARENA",-1,"DRUID",7,"Nourish",1,0
"BGT_ARENA",-1,"DRUID",7,"Keeper of the Grove",2,0
"BGT_ARENA",-1,"DRUID",7,"Feral Rage",2,0
"BGT_ARENA",-1,"DRUID",7,"Force of Nature",1,0
"BGT_ARENA",-1,"DRUID",7,"Tyrantus",2,1
"BGT_ARENA",-1,"DRUID",7,"Innervate",4,3
"BGT_ARENA",-1,"DRUID",7,"Earthen Scales",1,0
"BGT_ARENA",-1,"DRUID",7,"Lotus Agents",2,1
"BGT_ARENA",-1,"DRUID",7,"Tortollan Forager",4,4
"BGT_ARENA",-1,"DRUID",7,"Ancient of War",3,1
"BGT_ARENA",-1,"DRUID",7,"Swipe",3,3
"BGT_ARENA",-1,"DRUID",7,"Starfall",3,1
"BGT_ARENA",-1,"DRUID",7,"Mire Keeper",1,0
"BGT_ARENA",-1,"DRUID",8,"Bite",2,0
"BGT_ARENA",-1,"DRUID",8,"Living Mana",1,1
"BGT_ARENA",-1,"DRUID",8,"Lunar Visions",1,1
"BGT_ARENA",-1,"DRUID",8,"Tortollan Forager",4,4
"BGT_ARENA",-1,"DRUID",8,"Swipe",1,1
"BGT_ARENA",-1,"DRUID",8,"Ironbark Protector",1,1
"BGT_ARENA",-1,"DRUID",8,"Earthen Scales",4,4
"BGT_ARENA",-1,"DRUID",8,"Druid of the Claw",1,1
"BGT_ARENA",-1,"DRUID",8,"Lotus Agents",1,0
"BGT_ARENA",-1,"DRUID",8,"Moonglade Portal",1,1
"BGT_ARENA",-1,"DRUID",8,"Elder Longneck",3,1
"BGT_ARENA",-1,"DRUID",8,"Wrath",1,1
"BGT_ARENA",-1,"DRUID",8,"Mark of Y'Shaarj",1,0
"BGT_ARENA",-1,"DRUID",8,"Nourish",1,0
"BGT_ARENA",-1,"DRUID",8,"Innervate",1,0
"BGT_ARENA",-1,"DRUID",8,"Power of the Wild",1,0
"BGT_ARENA",-1,"DRUID",8,"Evolving Spores",1,0
"BGT_ARENA",-1,"DRUID",8,"Pilfered Power",1,1
"BGT_ARENA",-1,"DRUID",8,"Starfall",4,3
"BGT_ARENA",-1,"DRUID",8,"Jade Behemoth",1,0
"BGT_ARENA",-1,"DRUID",8,"Wild Growth",1,0
"BGT_ARENA",-1,"DRUID",8,"Healing Touch",1,0
"BGT_ARENA",-1,"DRUID",8,"Shellshifter",2,2
"BGT_ARENA",-1,"DRUID",8,"Starfire",2,1
"BGT_ARENA",-1,"DRUID",8,"Claw",2,1
"BGT_ARENA",-1,"DRUID",8,"Giant Anaconda",1,0
"BGT_ARENA",-1,"DRUID",8,"Ancient of War",1,0
"BGT_ARENA",-1,"DRUID",8,"Tyrantus",2,0
"BGT_ARENA",-1,"DRUID",8,"Feral Rage",2,1
"BGT_ARENA",-1,"DRUID",8,"Mark of the Lotus",1,1
"BGT_ARENA",-1,"DRUID",8,"Verdant Longneck",3,2
"BGT_ARENA",-1,"DRUID",9,"Virmen Sensei",1,0
"BGT_ARENA",-1,"DRUID",9,"Addled Grizzly",1,0
"BGT_ARENA",-1,"DRUID",9,"Aya Blackpaw",1,0
"BGT_ARENA",-1,"DRUID",9,"Fandral Staghelm",1,1
"BGT_ARENA",-1,"DRUID",9,"Moonfire",1,0
"BGT_ARENA",-1,"DRUID",9,"Mark of the Wild",2,2
"BGT_ARENA",-1,"DRUID",9,"Jade Behemoth",1,0
"BGT_ARENA",-1,"DRUID",9,"Evolving Spores",2,0
"BGT_ARENA",-1,"DRUID",9,"Druid of the Claw",4,2
"BGT_ARENA",-1,"DRUID",9,"Lotus Agents",1,1
"BGT_ARENA",-1,"DRUID",9,"Elder Longneck",2,1
"BGT_ARENA",-1,"DRUID",9,"Giant Anaconda",1,0
"BGT_ARENA",-1,"DRUID",9,"Moonglade Portal",2,1
"BGT_ARENA",-1,"DRUID",9,"Healing Touch",1,1
"BGT_ARENA",-1,"DRUID",9,"Starfire",2,1
"BGT_ARENA",-1,"DRUID",9,"Living Mana",2,1
"BGT_ARENA",-1,"DRUID",9,"Mark of Y'Shaarj",1,1
"BGT_ARENA",-1,"DRUID",9,"Wisps of the Old Gods",1,0
"BGT_ARENA",-1,"DRUID",9,"Enchanted Raven",1,1
"BGT_ARENA",-1,"DRUID",9,"Tyrantus",1,0
"BGT_ARENA",-1,"DRUID",9,"Swipe",8,7
"BGT_ARENA",-1,"DRUID",9,"Power of the Wild",1,1
"BGT_ARENA",-1,"DRUID",9,"Tortollan Forager",6,6
"BGT_ARENA",-1,"DRUID",9,"Ironbark Protector",2,2
"BGT_ARENA",-1,"DRUID",9,"Savage Roar",1,1
"BGT_ARENA",-1,"DRUID",9,"Shellshifter",1,1
"BGT_ARENA",-1,"DRUID",9,"Ancient of War",2,0
"BGT_ARENA",-1,"DRUID",9,"Verdant Longneck",1,1
"BGT_ARENA",-1,"DRUID",9,"Starfall",3,1
"BGT_ARENA",-1,"DRUID",9,"Nourish",2,2
"BGT_ARENA",-1,"DRUID",9,"Feral Rage",3,0
"BGT_ARENA",-1,"DRUID",9,"Soul of the Forest",1,0
"BGT_ARENA",-1,"DRUID",9,"Menagerie Warden",1,1
"BGT_ARENA",-1,"DRUID",9,"Celestial Dreamer",1,0
"BGT_ARENA",-1,"DRUID",10,"Mark of the Lotus",1,1
"BGT_ARENA",-1,"DRUID",10,"Virmen Sensei",1,1
"BGT_ARENA",-1,"DRUID",10,"Dark Arakkoa",1,0
"BGT_ARENA",-1,"DRUID",10,"Innervate",1,0
"BGT_ARENA",-1,"DRUID",10,"Tortollan Forager",2,1
"BGT_ARENA",-1,"DRUID",10,"Lotus Agents",1,1
"BGT_ARENA",-1,"DRUID",10,"Wrath",4,3
"BGT_ARENA",-1,"DRUID",10,"Jade Idol",1,0
"BGT_ARENA",-1,"DRUID",10,"Healing Touch",1,0
"BGT_ARENA",-1,"DRUID",10,"Evolving Spores",1,1
"BGT_ARENA",-1,"DRUID",10,"Elder Longneck",2,2
"BGT_ARENA",-1,"DRUID",10,"Claw",1,1
"BGT_ARENA",-1,"DRUID",10,"Keeper of the Grove",1,0
"BGT_ARENA",-1,"DRUID",10,"Feral Rage",3,0
"BGT_ARENA",-1,"DRUID",10,"Ancient of War",2,0
"BGT_ARENA",-1,"DRUID",10,"Moonglade Portal",1,1
"BGT_ARENA",-1,"DRUID",10,"Nourish",2,1
"BGT_ARENA",-1,"DRUID",10,"Starfire",2,2
"BGT_ARENA",-1,"DRUID",10,"Druid of the Claw",1,1
"BGT_ARENA",-1,"DRUID",10,"Wild Growth",2,1
"BGT_ARENA",-1,"DRUID",11,"Forbidden Ancient",1,1
"BGT_ARENA",-1,"DRUID",11,"Bite",1,0
"BGT_ARENA",-1,"DRUID",11,"Ironbark Protector",2,1
"BGT_ARENA",-1,"DRUID",11,"Mark of Y'Shaarj",1,1
"BGT_ARENA",-1,"DRUID",11,"Cenarius",1,0
"BGT_ARENA",-1,"DRUID",11,"Tyrantus",1,0
"BGT_ARENA",-1,"DRUID",11,"Ancient of War",2,1
"BGT_ARENA",-1,"DRUID",11,"Swipe",3,2
"BGT_ARENA",-1,"DRUID",11,"Lotus Agents",1,1
"BGT_ARENA",-1,"DRUID",11,"Elder Longneck",2,1
"BGT_ARENA",-1,"DRUID",11,"Wrath",1,1
"BGT_ARENA",-1,"DRUID",11,"Evolving Spores",1,1
"BGT_ARENA",-1,"DRUID",11,"Mark of the Wild",1,1
"BGT_ARENA",-1,"DRUID",11,"Starfire",2,2
"BGT_ARENA",-1,"DRUID",11,"Jade Blossom",1,1
"BGT_ARENA",-1,"DRUID",11,"Verdant Longneck",1,0
"BGT_ARENA",-1,"DRUID",11,"Savage Roar",1,1
"BGT_ARENA",-1,"DRUID",11,"Tortollan Forager",3,2
"BGT_ARENA",-1,"DRUID",11,"Shellshifter",1,1
"BGT_ARENA",-1,"DRUID",11,"Virmen Sensei",1,1
"BGT_ARENA",-1,"DRUID",12,"Tyrantus",1,0
"BGT_ARENA",-1,"DRUID",12,"Savage Roar",1,1
"BGT_ARENA",-1,"DRUID",12,"Evolving Spores",1,1
"BGT_ARENA",-1,"DRUID",12,"Feral Rage",2,2
"BGT_ARENA",-1,"DRUID",12,"Starfall",1,1
"BGT_ARENA",-1,"DRUID",12,"Innervate",1,1
"BGT_ARENA",-1,"DRUID",12,"Cenarius",1,0
"BGT_ARENA",-1,"DRUID",12,"Ancient of War",1,0
"BGT_ARENA",-1,"DRUID",12,"Jade Behemoth",1,0
"BGT_ARENA",-1,"DRUID",12,"Claw",1,1
"BGT_ARENA",-1,"DRUID",12,"Starfire",2,2
"BGT_ARENA",-1,"DRUID",12,"Power of the Wild",2,1
"BGT_ARENA",-1,"DRUID",12,"Bite",1,1
"BGT_ARENA",-1,"DRUID",12,"Savagery",1,0
"BGT_ARENA",-1,"DRUID",12,"Giant Anaconda",1,0
"BGT_ARENA",-1,"DRUID",12,"Living Mana",2,2
"BGT_ARENA",-1,"DRUID",12,"Tortollan Forager",1,0
"BGT_ARENA",-1,"DRUID",13,"Tortollan Forager",1,1
"BGT_ARENA",-1,"DRUID",13,"Earthen Scales",1,1
"BGT_ARENA",-1,"DRUID",13,"Elder Longneck",1,1
"BGT_ARENA",-1,"DRUID",13,"Living Mana",1,1
"BGT_ARENA",-1,"DRUID",13,"Swipe",1,1
"BGT_ARENA",-1,"DRUID",13,"Mark of Y'Shaarj",1,1
"BGT_ARENA",-1,"DRUID",13,"Ironbark Protector",1,0
"BGT_ARENA",-1,"DRUID",13,"Savage Roar",1,1
"BGT_ARENA",-1,"DRUID",13,"Ancient of War",1,0
"BGT_ARENA",-1,"DRUID",13,"Keeper of the Grove",1,0
"BGT_ARENA",-1,"DRUID",13,"Claw",1,1
"BGT_ARENA",-1,"DRUID",13,"Power of the Wild",1,1
"BGT_ARENA",-1,"DRUID",13,"Wild Growth",1,1
"BGT_ARENA",-1,"DRUID",13,"Lotus Agents",1,0
"BGT_ARENA",-1,"DRUID",13,"Jade Behemoth",1,0
"BGT_ARENA",-1,"DRUID",14,"Elder Longneck",1,1
"BGT_ARENA",-1,"DRUID",14,"Mark of Y'Shaarj",2,2
"BGT_ARENA",-1,"DRUID",14,"Nourish",1,1
"BGT_ARENA",-1,"DRUID",14,"Claw",1,0
"BGT_ARENA",-1,"DRUID",14,"Feral Rage",1,1
"BGT_ARENA",-1,"DRUID",14,"Wild Growth",1,0
"BGT_ARENA",-1,"DRUID",14,"Naturalize",1,1
"BGT_ARENA",-1,"DRUID",14,"Tortollan Forager",1,1
"BGT_ARENA",-1,"DRUID",15,"Mark of Nature",1,0
"BGT_ARENA",-1,"DRUID",15,"Verdant Longneck",1,1
"BGT_ARENA",-1,"DRUID",15,"Nourish",1,1
"BGT_ARENA",-1,"DRUID",15,"Shellshifter",1,1
"BGT_ARENA",-1,"DRUID",15,"Mark of the Wild",2,2
"BGT_ARENA",-1,"DRUID",15,"Jade Blossom",1,1
"BGT_ARENA",-1,"DRUID",15,"Wrath",2,2
"BGT_ARENA",-1,"DRUID",15,"Tyrantus",1,0
"BGT_ARENA",-1,"DRUID",16,"Shellshifter",1,1
"BGT_ARENA",-1,"DRUID",16,"Moonglade Portal",2,2
"BGT_ARENA",-1,"DRUID",16,"Starfire",1,1
"BGT_ARENA",-1,"DRUID",16,"Mark of Y'Shaarj",1,0
"BGT_ARENA",-1,"DRUID",16,"Lunar Visions",1,1
"BGT_ARENA",-1,"DRUID",17,"Living Mana",1,1
"BGT_ARENA",-1,"DRUID",17,"Feral Rage",1,1
"BGT_ARENA",-1,"DRUID",18,"Forbidden Ancient",1,1
"BGT_ARENA",-1,"DRUID",18,"Wrath",1,1
"BGT_ARENA",-1,"DRUID",19,"Savage Roar",1,1
"BGT_ARENA",-1,"DRUID",21,"Starfall",1,1
"BGT_ARENA",-1,"DRUID",24,"Moonglade Portal",1,1
"BGT_ARENA",-1,"DRUID",24,"Elder Longneck",1,1
"BGT_ARENA",-1,"HUNTER",2,"Explosive Trap",1,1
"BGT_ARENA",-1,"HUNTER",2,"Shaky Zipgunner",1,0
"BGT_ARENA",-1,"HUNTER",2,"Flare",1,1
"BGT_ARENA",-1,"HUNTER",2,"On the Hunt",1,1
"BGT_ARENA",-1,"HUNTER",2,"Crackling Razormaw",5,3
"BGT_ARENA",-1,"HUNTER",2,"Piranha Launcher",1,0
"BGT_ARENA",-1,"HUNTER",2,"Cloaked Huntress",2,0
"BGT_ARENA",-1,"HUNTER",2,"Eaglehorn Bow",1,0
"BGT_ARENA",-1,"HUNTER",2,"Freezing Trap",1,0
"BGT_ARENA",-1,"HUNTER",2,"Terrorscale Stalker",4,1
"BGT_ARENA",-1,"HUNTER",2,"Jeweled Macaw",9,8
"BGT_ARENA",-1,"HUNTER",2,"Kill Command",3,2
"BGT_ARENA",-1,"HUNTER",2,"Cat Trick",1,0
"BGT_ARENA",-1,"HUNTER",2,"Call of the Wild",3,3
"BGT_ARENA",-1,"HUNTER",2,"Unleash the Hounds",2,1
"BGT_ARENA",-1,"HUNTER",2,"Grimestreet Smuggler",3,2
"BGT_ARENA",-1,"HUNTER",2,"Infest",1,0
"BGT_ARENA",-1,"HUNTER",2,"Dispatch Kodo",1,1
"BGT_ARENA",-1,"HUNTER",2,"Infested Wolf",1,0
"BGT_ARENA",-1,"HUNTER",2,"Alleycat",1,0
"BGT_ARENA",-1,"HUNTER",2,"Savannah Highmane",5,4
"BGT_ARENA",-1,"HUNTER",2,"The Curator",1,0
"BGT_ARENA",-1,"HUNTER",2,"Multi-Shot",2,2
"BGT_ARENA",-1,"HUNTER",2,"Swamp King Dred",1,0
"BGT_ARENA",-1,"HUNTER",2,"Houndmaster",4,1
"BGT_ARENA",-1,"HUNTER",2,"Hidden Cache",1,1
"BGT_ARENA",-1,"HUNTER",2,"Deadly Shot",2,2
"BGT_ARENA",-1,"HUNTER",2,"Fiery Bat",3,1
"BGT_ARENA",-1,"HUNTER",2,"Princess Huhuran",1,0
"BGT_ARENA",-1,"HUNTER",2,"Carrion Grub",1,1
"BGT_ARENA",-1,"HUNTER",2,"Stampede",1,0
"BGT_ARENA",-1,"HUNTER",2,"Trogg Beastrager",1,1
"BGT_ARENA",-1,"HUNTER",2,"Grimestreet Informant",5,2
"BGT_ARENA",-1,"HUNTER",2,"Grievous Bite",7,5
